source,title,description,link,pub_date
news,[T나는 과학] AI 메모리 병목 해결 '터보퀀트'…AI 확산 가속·메모리 수...,"결국 이번 기술은 메모리 수요를 줄이는 것이 아니라, AI 시장의 구조를 바꾸면서 새로운 수요를 만들어내는 방향으로 작용할 가능성이 커 보입니다. (사진=생성형 AI, KAIST)",http://www.tjb.co.kr/sub0301/bodo/view/id/96546,"Fri, 27 Mar 2026 23:28:00 +0900"
news,"한전KDN, 목포해양대서 ‘스마트전력 ICT개론’ 강의","강의는 지난 11일 한전KDN 및 취업 소개를 시작으로 매주 수요일 진행되며, 송·변·배전시스템, 스마트 그리드, 에너지 보안 등 전통적 전력ICT 분야는 물론 생성형 AI(인공지능) 동향과 클라우드 등 최신 디지털 전환에...",https://n.news.naver.com/mnews/article/082/0001373129?sid=101,"Fri, 27 Mar 2026 22:55:00 +0900"
news,"구로구, 공무원 '딥페이크' 사건…지선 앞둔 정치권 요동",구로구는 딥페이크 관련 생성형 인공지능(AI)의 부적절한 활용방지를 위한 명확한 내부기준과 교육체계를 마련 해 유사한 인권침해가 재발하지 않도록 제도적 장치를 구축하라. 하나. 정부와 관계기관은 비동의 AI합성물의...,https://www.m-i.kr/news/articleView.html?idxno=1359089,"Fri, 27 Mar 2026 22:28:00 +0900"
news,"[북미 in K-Security] 한화비전, AI 기반 VMS ‘블레이즈’로 북미 보안 ...","특히 참관객들의 이목을 집중시킨 블레이즈는 온프레미스와 클라우드의 장점을 결합한 하이브리드 구조로, 생성형 AI 기반의 의미 검색(Semantic Search) 기능을 탑재했다. 관제사가 빨간 가방을 든 안경 쓴 남성과...",http://www.boannews.com/media/view.asp?idx=142890&kind=3,"Fri, 27 Mar 2026 22:10:00 +0900"
news,"하나금융, 전국 80개 기관에 시니어 금융교육 확대한다","디지털 금융 교육에서는 모바일 뱅킹 앱 '하나원큐'를 활용한 송금, 조회, 공과금 납부 등 실습과 생활 편의앱 활용 교육, 생성형 인공지능(AI) 활용법 등 최신 디지털 환경을 반영한 교육을 제공한다. 또한, 스마트폰 보안...",http://www.newsbrite.net/news/articleView.html?idxno=197175,"Fri, 27 Mar 2026 22:00:00 +0900"
news,"알리바바 차이충신 회장, 에이전트형 AI 전면 투자 확대…토큰 경제 기...","토큰은 생성형 AI 및 에이전트가 작업을 수행하며 창출하는 단위 경제 가치로, 향후 AI 서비스 수익성과 직결되는 핵심 지표다. 이 같은 전략 아래 알리바바는 알리바바 토큰 허브(Alibaba Token Hub, ATH) 사업군을...",https://www.aitimes.kr/news/articleView.html?idxno=39299,"Fri, 27 Mar 2026 21:08:00 +0900"
news,"""AI 쓰면 정보 샌다?"" 솔트웨어 '사피가디언'이 막는다",AI 클라우드 전문기업 솔트웨어가 생성형 AI 보안 시장 공략에 속도를 내고 있다. 솔트웨어는 킨텍스에서 열린 eGISEC 2026에 참가해 AI DLP(Data Loss Prevention) 기반 생성형 AI 보안 솔루션 '사피가디언(Sapie-Guardian)'을...,https://www.autodaily.co.kr/news/articleView.html?idxno=542753,"Fri, 27 Mar 2026 21:06:00 +0900"
news,[금융 CEO] 에이전틱 AI 전환으로 금융 판 바꾼다...양종희 KB금융지주 회...,금융권 최초로 그룹 공동 생성형 AI 플랫폼 ‘KB GenAI 포털’을 구축해 9개 계열사 협업 기반도 마련했다. 특히 AI 3원칙을 세워 계열사 전반의 업무 혁신에 속도를 냈다. KB금융그룹의 AI 3원칙은 ‘작은 성공(Small...,https://n.news.naver.com/mnews/article/024/0000104407?sid=101,"Fri, 27 Mar 2026 21:01:00 +0900"
news,"하나금융그룹, '찾아가는 시니어 디지털 금융교육' 실시","디지털 금융 교육에서는 ▲모바일 뱅킹 앱 ‘하나원큐’를 활용한 송금·조회·공과금 납부 등 실습 ▲생활 편의앱 활용 교육 ▲생성형 AI 활용법 등 최신 디지털 환경을 반영한 교육을 제공한다. 또한, 스마트폰 보안 설정...",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160280780392084,"Fri, 27 Mar 2026 20:50:00 +0900"
news,"강동성심병원, AI 활용 역량 강화로 업무 효율성·환자만족도 '업↑'","생성형 AI의 이해를 시작으로 프롬프트 활용과 데이터 분석, 보고서 작성, 이미지 제작 등 실제 업무에 적용 가능한 AI 기술을 폭넓게 다룬다. 교육 후반부에는 AI를 활용한 프로그램 제작 실습과 조별 프로젝트를 통해 실제...",http://www.k-health.com/news/articleView.html?idxno=91042,"Fri, 27 Mar 2026 20:42:00 +0900"
news,"[RSAC 2026 결산] 당신의 ‘AI 동료 직원’, 믿을만 합니까?... 세계가 우...","포티넷이 생성형 AI 서비스 사용에 따른 리스크를 실시간 제어하고, 네트워크 운영(NOC)과 보안 관제(SOC) 전반에 걸쳐 지능형 자동화를 구현하는 전략을 소개하는 등 AI 기반 엔드-투-엔드 보안, 자율대응(XDR)...",http://www.boannews.com/media/view.asp?idx=142887&kind=3,"Fri, 27 Mar 2026 20:20:00 +0900"
news,"""이제 창업하러 수도권 안 가도 된다"" 포스텍, 포항에 SW 창업 생태계 만...","또한 생성형 AI, 데이터 사이언스, 사이버보안 등 최신 기술을 다루는 테크 세미나와 창업가·투자자·기업이 참여하는 네트워킹 프로그램을 운영해 지역 창업 커뮤니티 활성화에도 나선다. 이를 통해 예비 창업자와 청년...",http://www.hidomin.com/news/articleView.html?idxno=614204,"Fri, 27 Mar 2026 20:12:00 +0900"
news,"하나금융, 시니어 디지털 금융교육 전국 확대",생활 편의 앱 사용법과 생성형 AI 활용 교육도 포함했다. 스마트폰 보안 설정 실습도 함께 진행해 디지털 기기 사용 과정에서 발생할 수 있는 피해 예방에도 초점을 맞췄다. 하나금융 측은 이번 프로그램이 시니어층의 금융...,https://www.nbntv.kr/news/articleView.html?idxno=339722,"Fri, 27 Mar 2026 20:12:00 +0900"
news,[T나는 건강] 담뱃값 1만원대↑·술 부담금 도입…건강정책 전면 손질,"사회 구조까지 건강 결정 요인을 폭넓게 관리하겠다는 접근입니다. 향후 정책 성과는 단순 수명 증가가 아니라, 국민이 체감하는 건강 격차 축소와 삶의 질 개선으로 평가될 전망입니다. (사진=생성형 AI, 보건복지부)",http://www.tjb.co.kr/sub0301/bodo/view/id/96532,"Fri, 27 Mar 2026 19:58:00 +0900"
news,"충남도, 미래 농업 이끌 인재 키운다…현장형 교육 본격화","주요 교육 내용은 치유 자원을 활용한 농업 가치 확장, 생성형 AI를 활용한 경영·마케팅 역량 강화, 도매시장 현장 견학을 통한 유통 구조 이해와 판로 개척, 스마트팜 운영 및 경영 능력 향상 등이다. 도농기원은 이번...",http://www.aflnews.co.kr/news/articleView.html?idxno=317379,"Fri, 27 Mar 2026 19:40:00 +0900"
news,"한컴이노스트림, 한성대학교와 지·산·학 협력 모델 구축…""AI·디지털...","양 기관은 생성형 AI, 온디바이스 AI, 자동차 소프트웨어 등 한컴이노스트림이 보유한 교육 프로그램을 기반으로 실무 중심 커리큘럼을 운영한다. 특히 직무별 AI 에이전트 구축, ROS2(Robot Operating System 2) 기반 로봇 제어...",https://www.thepublic.kr/news/articleView.html?idxno=299073,"Fri, 27 Mar 2026 19:18:00 +0900"
news,"xAI, 저가형 AI 구독 '슈퍼그록 라이트' 출시…이용자 확대 전략 본격화","특히 생성형 AI 시장이 빠르게 성장하는 가운데, 가격 경쟁력 확보가 사용자 확대의 핵심 요소로 떠오르고 있다는 점에서 의미가 크다. 업계에서는 xAI의 이번 조치를 시장 점유율 확대를 위한 포석으로 보고 있다. 현재 AI...",http://www.bizwnews.com/news/articleView.html?idxno=131331,"Fri, 27 Mar 2026 19:18:00 +0900"
news,"신한은행, 생성형 AI 기반 '여신심사지원 Agent' 도입",신한은행은 법인 여신 업무에 생성형 AI를 적용한 '여신심사지원 Agent'를 도입했다고 27일 밝혔다. '여신심사지원 Agent'는 신한은행이 축적해온 기업여신 노하우와 데이터를 기반으로 기업 정보를 체계적으로 분석하고...,https://www.businessplus.kr/news/articleView.html?idxno=109622,"Fri, 27 Mar 2026 19:06:00 +0900"
news,"김종국, 결혼 후 큰 경사 터졌다…AI 홍보대사 위촉",해당 콘텐츠에서는 출연진이 일상 미션을 수행하는 과정에서 생성형 AI와 로봇 등 다양한 기술을 직접 활용하는 모습이 담길 것으로 알려졌다. 이를 통해 어렵게 느껴질 수 있는 AI 기술이 실생활에서 어떻게 유용하게...,https://m.entertain.naver.com/article/445/0000395308,"Fri, 27 Mar 2026 19:04:00 +0900"
news,납본 보상금 노린 ‘AI 딸깍 출판물’ 차단…도서관법 개정안 상임위 통...,생성형 인공지능(AI)을 활용해 단기간에 대량 제작한 ‘딸깍 출판물’을 도서관 납본 대상에서 제외할 수 있도록 한 법안이 국회 상임위원회를 통과했다. 납본 보상금을 노린 무분별한 AI 출판물의 유입을 차단하려는...,https://n.news.naver.com/mnews/article/011/0004604310?sid=100,"Fri, 27 Mar 2026 19:04:00 +0900"
news,기억하세요! 매주 수요일은 '문화가 있는 날' [클릭K+],"국립중앙도서관의 '월간 인문학'과 세종도서관의 '생성형 AI' 강연 등 깊이 있는 지식 프로그램들도 새롭게 더해집니다. 또, 대상별 맞춤형 프로그램도 풍성해집니다. 어린이들을 위해 국립부여박물관은 '향로 박사...",https://www.ktv.go.kr/content/view?content_id=751098,"Fri, 27 Mar 2026 19:00:00 +0900"
news,"[2026 굿잡코리아 포럼(13)] 김동규 한국고용정보원 연구위원 ""전문직 철...","이미 생성형 AI 도입 이후 관련 직무의 채용 공고는 5.5% 감소했으며, 임금 프리미엄 역시 과거 대비 약 12% 하락한 상태다. 일의 성격도 ‘수행’에서 ‘설계’와 ‘검증’으로 재편되고 있다. 주니어 회계사는 단순 반복...",https://www.news2day.co.kr/article/20260327500215,"Fri, 27 Mar 2026 18:54:00 +0900"
news,침묵의 자리에서 시작된 시…임근수 시집 『시로부터의 자유』 출간,"언어의 한계를 성찰하는 메타적 시편들이 배치되며, 특히 'AI 시대의 시인' 등 작품은 생성형 언어 시대의 창작 조건을 정면으로 다룬다. 시는 더 이상 의미를 생산하는 도구가 아니라 물러남을 통해 세계가 드러나도록 하는...",http://www.dynews.co.kr/news/articleView.html?idxno=844139,"Fri, 27 Mar 2026 18:46:00 +0900"
news,"솔트웨어, ‘eGISEC 2026’서 AI DLP 생성형 AI 보안 솔루션 소개",솔트웨어(대표 이정근)는 일산 킨텍스에서 열린 전자정부 정보보호 솔루션 페어(eGISEC 2026)에 참가해 AI DLP 생성형 AI 보안 솔루션 ‘사피가디언’을 선보였다고 27일 밝혔다. 전시회에서 솔트웨어는 생성형 AI 환경에서...,https://byline.network/?p=9004111222596740,"Fri, 27 Mar 2026 18:46:00 +0900"
news,"롯데웰푸드, '몽쉘 말차&딸기' 정규 제품 전환…설향딸기 활용",프리미엄 몽쉘 브랜드를 통해 다양한 미식 경험을 추구하는 소비자를 공략한다고 설명했다. 몽쉘 브랜드는 생성형 인공지능(AI)을 접목한 이색 디지털 콘텐츠 '응수의 달콤한 공장'을 통해 MZ세대와의 소통을 강화하고 있다.,http://www.econonews.co.kr/news/articleView.html?idxno=433048,"Fri, 27 Mar 2026 18:46:00 +0900"
news,[뉴스 속 직업] 박성호 몽규 대표의 직업 ‘디지털 광고인’…AI 시대 '...,AI시대 광고의 본질은 판단 낮아진 제작 장벽 높아진 전략 효율화 전략을 넘어 광고의 본질 재정의 박성호 몽규(MONQ) 대표 [사진=몽규 / 편집=뉴스투데이] [뉴스투데이=장지우 기자] 생성형 AI(인공지능)가 콘텐츠를 제작하는...,https://www.news2day.co.kr/article/20260327500174,"Fri, 27 Mar 2026 18:40:00 +0900"
news,"[은행 & NOW] 산업은행 등 정책금융기관들, 생산적 금융 확대 업무협약...","신한은행, 생성형 AI 기반 '여신심사지원 Agent' 도입 신한은행은 법인의 여신 업무에 생성형 AI를 적용한 '여신심사지원 Agent'를 도입했다고 27일 밝혔다. '여신심사지원 Agent'는 신한은행이 축적해온 기업여신 분야 노하우와...",https://www.ebn.co.kr/news/articleView.html?idxno=1703727,"Fri, 27 Mar 2026 18:34:00 +0900"
news,"오케스트로, ‘공공 AI 인프라 혁신 컨퍼런스’ 개최","이어 업스테이지 최훈 엔터프라이즈 사업 부문 대표는 ‘현장에서 즉시 시작하는 AI 혁신’을 통해 공공 부문의 생성형 AI 도입 전략과 실무 활용 방안을 제시했다. 이번 컨퍼런스는 소버린 AI부터 NPU, 거대언어모델(LLM)...",https://byline.network/?p=9004111222596721,"Fri, 27 Mar 2026 18:28:00 +0900"
news,"[최경환의 AI 빛과그림자] 창살 없는 감옥, 알고리즘에도 디지털 스쿨존...","소셜 미디어와 생성형 AI가 초래한 비극은 더 이상 사용자 부주의나 혁신의 부작용같은 변명으로 덮을 수 없는 임계점을 넘어섰기 때문이다. SNS라는 기술이 처음 등장했을 때, 그것은 세상을 연결하고 일상의 피로를...",https://www.ilyoseoul.co.kr/news/articleView.html?idxno=514836,"Fri, 27 Mar 2026 18:24:00 +0900"
news,"클루커스, 기업용 AI 플랫폼 ‘클루스피어’ 공개","최근 기업들은 생성형AI도입을 빠르게 확대하고 있지만,실제 운영 단계에서는 보안 및 거버넌스,데이터 통제,응답 품질 관리,비용 최적화 등 다양한 과제에 직면하고 있다. 특히 비인가AI(Shadow AI)확산,데이터 유출 위험...",https://byline.network/?p=9004111222596712,"Fri, 27 Mar 2026 18:22:00 +0900"
news,[AI&윤리⑩] '딸깍' 한 번으로 초고속 출판...품질과 책임의 공백,클릭 몇 번으로 책 한 권이 만들어지는 이른바 '딸깍책'이라 불리는 생성형 AI 저작물은 윤리적 문제뿐만 아니라 공공 예산이 투입되는 납본 제도와의 충돌 측면에서도 심각한 논란이 되고 있다. 마우스 클릭 몇 번만으로...,https://www.ntoday.co.kr/news/articleView.html?idxno=126101,"Fri, 27 Mar 2026 18:20:00 +0900"
news,"한화비전, 'ISC 웨스트 2026'서 AI 영상관제솔루션 '블레이즈' 공개","생성형 AI 기반의 의미 검색도 활용할 수 있다. 이 기술은 사용자가 ""주황색 셔츠와 청바지를 입은 사람을 찾아줘""와 같은 구체적인 자연어 묘사로 보다 직관적인 검색을 할 수 있도록 돕는다. 블레이즈는...",https://www.datanet.co.kr/news/articleView.html?idxno=210507,"Fri, 27 Mar 2026 18:20:00 +0900"
news,[특집] 2000년대 이후 발발한 전쟁을 소재로 한 17편의 작품 소개,생성형 AI의 이미지가 범람하는 작금의 온오프라인 전쟁터들도 마찬가지다. 여기서 <전장의 A.I.>가 말하려는 바는 간명하다. 우리가 사는 이곳이 적어도 소타가 이해할 수 있는 세상이 되기를 바라는 것이다. 2022년...,https://m.entertain.naver.com/article/140/0000057362,"Fri, 27 Mar 2026 18:15:00 +0900"
news,이국종 교수가 유튜브를? 가짜 AI 의사 주의보,"실제로 이국종 교수를 활용한 사례뿐 아니라, 최근 SNS와 유튜브를 중심으로 생성형 AI 기술을 활용한 ‘가짜 의사’ 영상이 빠르게 확산되고 있다. 전문성이 검증되지 않은 인물이나 AI가 만들어낸 잘못된 정보, 왜곡된...",https://n.news.naver.com/mnews/article/346/0000107019?sid=004,"Fri, 27 Mar 2026 18:14:00 +0900"
news,"인천시교육청, ‘제4회 인천진로교육 정보한마당’ 개최","특히 올해는 생성형 AI, 드론 등 미래 성장을 주도할 신산업 분야 전문가를 비롯해 아로마테라피스트, 도시농업사, 생태교육 전문가, 패션 디자이너, 동물 사육사 등 우리 삶과 밀착된 다양한 직업군을 한자리에서 만날 수...",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160279593279051,"Fri, 27 Mar 2026 18:12:00 +0900"
news,전세계 기자들 서울 집결…‘민주주의·AI 저널리즘’ 논의,특히 생성형 AI 확산 속에서 언론의 미래와 윤리 문제를 국제적 차원에서 논의하는 데 초점이 맞춰졌다. 개막식은 30일 오전 11시 30분 서울 프레스센터 국제회의장에서 열린다. 행사에서는 박종현 회장의 환영사를...,https://n.news.naver.com/mnews/article/138/0002222370?sid=105,"Fri, 27 Mar 2026 18:10:00 +0900"
news,왜 AI 써도 칼퇴 못할까…표류하는 AI 세상에서 중심 잡는 법,생성형 AI는 반복 업무를 자동화하고 방대한 데이터를 실시간으로 분석하며 의사결정을 돕는다. 글로벌 빅테크는 인간의 지적 노동을 대신할 AI 혁명을 약속하는 듯 보인다. 그러나 긍정적인 전망의 이면에는...,https://it.donga.com/108637/,"Fri, 27 Mar 2026 18:10:00 +0900"
news,"방미통위·AI전략위, 'AI 시대 공론장 육성' 간담회","아울러 생성형 AI 확산에 따른 허위정보와 딥페이크 등 오남용 문제에 대응하고 국민의 AI 소양을 높이기 위한 제도 개선과 교육 방안도 논의했다고 방미통위는 전했습니다. 김종철 방미통위원장은 ""공론장은 AI 시대의...",https://n.news.naver.com/mnews/article/055/0001343928?sid=100,"Fri, 27 Mar 2026 18:10:00 +0900"
news,"고려아연, AI로 '스마트 제련소' 혁신 가속화","최윤범 회장 등 현 경영진이 적극 나서서 AI 전담 팀을 신설하고, 임직원들이 생성형 AI를 업무에 활용할 수 있도록 하는 한편 생산 현장에서도 AI 기술을 도입하는 과제를 적극적으로 추진하고 있다. 27일 업계에 따르면...",https://www.industrynews.co.kr/news/articleView.html?idxno=79425,"Fri, 27 Mar 2026 18:08:00 +0900"
news,보훈부 “안중근 의사 조롱 영상 및 SNS 계정 삭제 완료”,"서경덕 성신여대 교수는 페이스북에서 “안중근 순국일(3월 26일)을 맞아 누리꾼들이 제보해 줘서 알게 됐다”며 “틱톡을 확인해보니 (생성형) AI로 제작된 안중근 방귀 영상이 5개나 올라와 있고, 누적 조회수 약...",https://n.news.naver.com/mnews/article/022/0004116256?sid=100,"Fri, 27 Mar 2026 18:07:00 +0900"
blog,"길이조절 가능 항균 싱크대도마, 캠핑과 등산에 딱","생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 집에서도, 야외에서도 유용하게 사용할 수 있는 ‘도블레...",https://blog.naver.com/ghjr86/224232325705,
blog,메디케이알 새부리형 데일리핏 KF94 특징 소개,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 많은 분들이 관심을 가지고 계신 메디케이알의...",https://blog.naver.com/gxttejj/224232325469,
blog,트윙클 다이아 목걸이의 매력,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 많은 분들이 사랑하는 트윙클의 다이아 목걸이에 대해...",https://blog.naver.com/vc9vwha/224232325998,
blog,우신 다이아 목걸이 특별한 선물,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 특별한 날을 기념하기 위해 완벽한 선물을 찾고 계신다면...",https://blog.naver.com/ijuqhtm/224232324719,
blog,링클프리 여성 블라우스 활용성과 편안함,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 봄철 필수 아이템인 링클프리 여성 블라우스를...",https://blog.naver.com/htianhg/224232324780,
blog,한경희 스탠드형 살균 스팀다리미의 차별화된 강점,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님들께 항상 좋은 제품을 안내해드리기 위해 매장 직원으로서 이...",https://blog.naver.com/gczbxi65/224232324248,
blog,국내 출시 생성형 AI 도구: 실무자를 위한 가이드 및 활용법,[더 자세한 원문 정보는 아래 링크를 확인해보세요!] https://livecoupang.com/2026/03/28/korean-generative-ai-tools-guide/ #생성형AI #문서작성 #생산성향상 #실무자 가이드,https://blog.naver.com/accumulate_money/224232324422,
blog,하메 한경희 제습기호스 연속배수로 편리한 습기 관리,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님. 오늘은 집안이나 사무실의 습기를 깔끔하게 해결해주는 하메...",https://blog.naver.com/vzxiigwm/224232324585,
blog,[자료] '나는야 마음 마법사! 마음을 전달하는 방법...,(본 상품에는 생성형 AI를 활용해 제작된 이미지가 일부 포함되어 있습니다.) [이야기나누기] 나는야 마음 마법사! 마음을 전달하는 방법 : 하나랑 [이야기나누기] 나는야 마음 마법사! 마음을 전달하는 방법...,https://blog.naver.com/hana_rang_/224232324441,
blog,캐시미어 크롭 골지가디건 따뜻한 스타일,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 겨울철 패션에서 빼놓을 수 없는 아이템이 바로 니트 가디건입니다. 특히 오늘 소개해...",https://blog.naver.com/rtwqejy/224232323536,
blog,"한경희 3단 조절 무드등 가습기, 실내 분위기와 건강 모두 챙기기","생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님. 오늘은 집이나 사무실에서 사용하기 좋은 한경희의 ‘3단 조절...",https://blog.naver.com/gehduhpk/224232323701,
blog,"한경희 벽걸이형 이동식 PTC 욕실난방기, 따뜻함을 더하다","생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 욕실에서 따뜻함을 책임질 수 있는 제품 하나를 소개해...",https://blog.naver.com/abmrqjiv/224232323661,
blog,옷걸이형 압축팩으로 겨울옷 보관하기,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 겨울이 다가오면 두툼한 패딩과 따뜻한 이불을 보관하는 고민이 생기죠. 이럴 때...",https://blog.naver.com/ijdcyo/224232323786,
blog,[반크 디지털 메타버스 외교관 14기] AI 속 한국 역사 왜곡을...,"외교관으로서, AI 시대의 역사 감시자로서, 오늘도 한 걸음 나아갑니다.  #반크 #VANK #디지털메타버스외교관 #반크14기 #AI역사왜곡 #경복궁 #한복 #독도 #생성형AI #울림플랫폼 #사이버외교사절단 #역사바로알기",https://blog.naver.com/killar135819x1/224232323005,
blog,천연 다이아 십자가 펜던트 목걸이의 매력,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 특별한 날에 더할 나위 없이 좋은 천연 다이아 십자가...",https://blog.naver.com/oqbwjqx/224232323142,
blog,편리함 가득한 스마트 가전 원룸 패키지,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님. 오늘은 새롭게 선보이는 원룸 이사 패키지에 대해 친절하게...",https://blog.naver.com/wqlect7z/224232322465,
blog,울트라 4K 미니LED 스마트TV로 집안을 더 특별하게,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 집에서 영화 감상이나 게임을 즐기실 때 정말 만족하실...",https://blog.naver.com/tgkq5fk/224232321970,
blog,도블레 시그니처 이유식 가위의 뛰어난 안전성과 활용성,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님. 오늘은 아이의 이유식을 준비하실 때 꼭 필요한 도구인 ‘도블레...",https://blog.naver.com/nbqin4rx/224232322354,
blog,"클로드학원 수원,용인 바이브코딩, GPT 평일저녁, 주말과정 IT",수원클로드학원에서는 수 많은 생성형AI 교육을 진행하고 있어요. 현재 커리큘럼이 20가지가 넘습니다. AI 모델중 클로드가 요즘 굉장히 떠오르고 있는데요. 개발 전문가들 사이에서 클로드 3.5 소네트와 같은...,https://blog.naver.com/gkehd1212/224232321538,
blog,여름 필수템 왕골 라탄 버킷햇,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 여름이 다가오면 뜨거운 태양 아래에서의 시간은 즐거움으로 가득하지만, 자외선...",https://blog.naver.com/ubbvd1x/224232320813,
blog,고급스러운 울 캐시미어 니트 투피스 세트,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 가을과 겨울에 딱 맞는 고급스러운 울 캐시미어 니트...",https://blog.naver.com/xezheypg/224232321149,
blog,부드러운 비스코스 루즈핏 여름 니트,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 여름철 필수 아이템인 “부드러운 비스코스 루즈핏 버튼...",https://blog.naver.com/wuhzwow/224232321206,
blog,펫트로 반자동 화장실 편리한 사용법,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 반려동물과 함께하는 생활을 더욱 편리하게 만들어주는...",https://blog.naver.com/qgnolnk/224232320184,
blog,필루 고양이 스팟온으로 안전한 반려생활,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 여러분의 소중한 반려묘를 위해 필루의 고양이 연고타입...",https://blog.naver.com/jic5jxzw/224232319975,
blog,"""AI 답변에 내 이름이 찍히는 기술"" - GEO 실전 최적화...",""" ✅ ""GEO(생성형 엔진 최적화)란 ChatGPT, Gemini 등 생성형 AI가 답변을 생성할 때 내 콘텐츠가 인용되도록 최적화하는 전략이다."" 두괄식으로, 정의부터 명확하게 시작하세요. AI는 이런 문장 구조를 가장...",https://blog.naver.com/mindlemedia/224232320513,
blog,구글5.0과 QDMINILED로 더 선명한 TV,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님들! 오늘은 저희 매장에서 인기 있는 TV 제품 하나를...",https://blog.naver.com/zuxaudg87/224232320439,
blog,스타일과 편안함을 겸비한 테일러드 자켓,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 간절기 시즌에 딱 맞는 멋진 아이템, 싱글 오버핏 테일러드...",https://blog.naver.com/dguxj0p/224232320102,
blog,여름 필수 아이템 하이웨스트 핀턱 데님 팬츠,"생성형AI를 활용한 컨텐츠가 일부 포함되어 있으니, 정확한 정보는 아래 네이버 스토어 링크를 통해 확인 바랍니다. ↓↓↓ 안녕하세요, 고객님! 오늘은 여름철에 딱 어울리는 아이템인 하이웨스트 핀턱 데님...",https://blog.naver.com/iudhbip/224232320269,
